timestamp,x,y,z
0,1.76,-0.79,9.26
10,1.71,-0.88,9.41
20,1.67,-0.88,9.59
30,1.68,-0.83,9.77
40,1.74,-0.79,9.86
50,1.76,-0.75,9.91
60,1.77,-0.78,9.9
70,1.8,-0.94,9.72
80,1.77,-1.12,9.4
90,1.74,-1.19,9.13
100,1.68,-1.19,9.21
110,1.67,-1.15,9.46
120,1.72,-1.16,9.71
130,1.71,-1.03,9.88
140,1.7,-0.81,10.0
150,1.69,-0.65,9.9
160,1.7,-0.59,9.69
170,1.7,-0.59,9.51
180,1.74,-0.73,9.33
190,1.79,-0.89,9.14
200,1.81,-1.15,9.14
210,1.81,-1.42,9.14
220,1.84,-1.54,9.04
230,1.85,-1.5,8.96
240,1.84,-1.47,8.86
250,1.86,-1.4,8.72
260,1.89,-1.28,8.53
270,1.93,-1.18,8.31
280,1.96,-1.27,8.11
290,1.97,-1.35,7.86
300,1.98,-1.29,7.53
310,1.94,-1.25,7.02
320,1.84,-1.3,6.39
330,1.79,-1.32,5.94
340,1.76,-1.37,5.58
350,1.81,-1.61,5.26
360,1.87,-1.96,4.96
370,1.84,-2.08,4.05
380,1.96,-2.38,3.41
390,1.96,-2.19,2.77
400,2.03,-2.01,1.99
410,2.0,-1.84,1.56
420,1.81,-1.7,1.3
430,1.56,-1.53,1.4
440,1.26,-1.39,1.83
450,0.9,-1.06,2.89
460,0.6,-0.59,4.24
470,0.41,-0.57,4.77
480,0.27,-0.33,3.89
490,0.11,0.2,3.06
500,-0.17,-0.04,2.8
510,-0.46,-0.45,3.14
520,-0.71,-0.58,3.65
530,-1.03,-0.78,4.44
540,-1.49,-1.0,5.21
550,-1.89,-1.54,5.41
560,-2.21,-2.18,6.25
570,-2.53,-2.85,7.59
580,-3.06,-3.03,8.74
590,-3.61,-2.09,9.71
600,-4.13,-0.53,10.32
610,-4.69,1.06,10.26
620,-5.13,2.08,10.46
630,-5.43,2.15,11.38
640,-5.55,1.81,12.85
650,-5.55,1.2,15.23
660,-5.89,1.09,16.49
670,-6.19,1.75,16.82
680,-6.51,2.85,16.81
690,-6.73,3.87,16.62
700,-6.79,4.24,16.77
710,-6.74,3.63,17.18
720,-6.47,2.62,17.76
730,-6.11,1.98,17.54
740,-5.97,1.69,16.84
750,-5.98,1.59,16.3
760,-5.98,1.76,15.91
770,-5.8,1.8,15.22
780,-5.47,1.34,14.72
790,-4.96,0.77,14.39
800,-4.61,0.78,14.04
810,-4.3,1.08,13.53
820,-4.08,1.28,12.56
830,-4.04,1.31,11.28
840,-4.03,1.24,10.46
850,-4.02,0.93,10.45
860,-3.96,0.3,10.84
870,-3.91,-0.41,11.66
880,-3.96,-0.67,12.33
890,-4.14,-0.83,13.11
900,-4.43,-0.81,13.93
910,-4.7,-0.83,14.63
920,-4.92,-0.95,14.9
930,-4.99,-1.33,15.49
940,-5.13,-1.94,16.82
950,-5.32,-2.86,18.31
960,-5.67,-3.49,19.73
970,-6.13,-3.9,20.99
980,-6.6,-3.84,21.67
990,-7.01,-2.68,21.59
1000,-7.22,-1.33,20.87
1010,-7.22,0.19,19.48
1020,-7.08,1.48,17.88
1030,-6.88,2.54,16.21
1040,-6.76,3.45,14.12
1050,-6.43,4.2,12.52
1060,-5.97,4.53,11.78
1070,-5.46,4.51,11.07
1080,-4.86,4.18,10.14
1090,-4.32,3.75,9.1
1100,-3.82,3.24,8.12
1110,-3.29,2.71,7.41
1120,-2.84,2.27,6.8
1130,-2.39,2.04,6.22
1140,-1.97,2.04,5.98
1150,-1.66,2.26,5.61
1160,-1.5,2.51,5.52
1170,-1.41,2.6,6.35
1180,-1.38,2.67,6.39
1190,-1.24,2.57,6.17
1200,-0.99,2.43,6.25
1210,-0.74,2.63,6.07
1220,-0.46,3.22,5.37
1230,-0.2,3.88,3.48
1240,0.32,4.4,3.53
1250,0.57,4.56,3.25
1260,0.71,4.64,4.0
1270,0.83,4.28,3.94
1280,0.98,3.75,3.65
1290,1.24,3.43,2.96
1300,1.58,2.77,3.23
1310,1.76,1.98,4.09
1320,1.87,1.66,4.95
1330,1.99,1.81,4.5
1340,2.08,1.77,4.11
1350,2.21,1.72,3.97
1360,2.31,1.57,4.46
1370,2.38,1.13,5.12
1380,2.47,0.96,5.31
1390,2.53,0.95,5.64
1400,2.56,0.94,6.13
1410,2.55,1.03,6.33
1420,2.48,1.17,6.57
1430,2.42,1.3,6.88
1440,2.32,1.02,7.56
1450,2.19,0.51,8.18
1460,2.23,0.11,8.36
1470,2.33,-0.08,7.74
1480,2.38,-0.15,7.35
1490,2.46,-0.01,7.22
1500,2.47,0.33,7.1
